,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
51,46,16,64,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,16,,,27,39,50,56,36,56,37,35,54,36,37,40,36,34,43,25.5,36,65,52,39,59,10,41,58,54,55,26,36,36,34,51,57,36,42,37,43,47,35,59,45,40,20,58,52,36,51,45,57,39,14,61,43.5,29,61,5.5,23,58,8,21,24,40,36,18,12,45,3,55,69,31,17,65,38.5,58,54,34,36,36,47,55,54,51,36,69,53,36,36
52,37,11,39,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,17,,,26,30,10,9,27,55,28,16,7,36,22,14,36,24,44,23.5,36,66,53,32,58,3,41,49,55,46,25,20,37,33,4,58,36,19,31,44,45,27,60,46,2,16,28,4,36,38,36,56,10,15,46,38,25,23,5.5,25,1,9,16,7,31,36,19,13,46,2,26,70,17,18,51,38.5,3,55,35,36,36,39,56,55,52,36,70,24,36,36
53,36,12,40,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,18,,,25,31,11,25,26,54,29,17,8,36,23,15,36,23,45,21.5,36,67,54,31,57,1,41,50,56,47,24,21,38,32,5,59,36,20,30,45,44,28,61,47,3,17,29,5,36,39,37,55,37,16,47,39,26,24,5.5,26,2,10,17,12,32,36,20,14,47,1,27,71,18,19,52,38.5,4,56,36,36,36,40,57,56,53,36,71,53,36,36
54,21,24,8,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,,39,,,66,5,63,27,50,3,38,38,64,36,41,48,36,7,21,46,36,29,55,14,2,34,5,3,57,5,60,4,25,8,12,34,36,7,22,18,13,3,1,12,33,6,40,10,36,16,32,43,13,31,6,5,6,25,54.5,6,7,25,8,13,27,36,36,20,52,51,5,31,19,7,6,38.5,11,17,11,36,36,15,4,7,4,36,4,9,36,36
55,20,35,9,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,,40,,,65,6,64,28,51,4,39,39,65,36,42,49,36,6,22,47,36,30,56,15,3,39,6,4,11,6,59,5,26,9,13,35,36,8,21,19,14,9,2,13,34,7,41,11,36,17,33,42,40,32,7,6,7,26,54.5,7,8,26,9,14,28,36,37,21,53,52,6,32,20,6,7,38.5,10,18,12,36,36,16,5,8,5,36,5,53,36,36
56,19,36,10,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,,41,,,64,7,65,29,52,5,40,40,66,36,43,50,36,5,23,48,36,31,57,16,6,38,7,5,12,7,58,6,27,10,14,36,36,9,20,20,15,29,3,14,35,8,42,12,36,18,34,41,41,33,8,7,8,27,54.5,8,9,27,10,30,29,36,32,22,54,53,7,33,21,5,8,38.5,9,19,13,36,36,17,6,9,6,36,6,53,36,36
57,18,37,11,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,42,,,63,8,66,30,53,6,41,41,67,36,44,51,36,4,24,49,36,32,58,17,7,37,41,6,16,8,57,7,28,11,15,37,36,10,19,21,16,30,4,15,36,9,43,13,36,19,35,40,22,34,9,8,9,28,54.5,9,10,28,11,21,30,36,33,23,55,54,8,34,22,4,9,38.5,8,20,14,36,36,18,7,10,7,36,7,53,36,36
58,29,72,12,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,43,,,62,10,67,47,54,12,69,42,68,36,45,47,36,8,25,50,36,33,59,60,29,36,41,28,17,9,56,68,21,68,51,38,36,69,65,16,26,39,5,16,68,10,44,14,36,20,69,68,21,35,10,69,41,62,54.5,10,59,29,70,18,44,36,34,24,56,55,66,35,8,3,66,38.5,54,65,15,36,36,19,8,16,8,36,26,31,36,36
59,24,22,6,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,44,,,3,1,15,48,55,7,27,43,13,36,46,16,36,2,26,51,36,34,60,13,12,19,41,2,18,3,55,2,22,16,16,39,36,5,26,14,19,10,6,17,4,2,39,1,36,14,29,39,5,36,11,12,4,29,54.5,24,6,30,6,47,25,36,35,15,57,9,1,36,9,1,22,38.5,1,21,16,36,36,13,9.5,12,9,36,8,7,36,36
60,23,38,7,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,45,,,6,2,31,67,56,11,5,44,12,36,47,17,36,9,27,15,36,35,61,11,28,31,41,1,19,2,65,1,23,12,51,40,36,4,25,13,18,11,9,18,5,1,38,3,36,15,28,38,4,37,4,13,5,30,54.5,67,60,31,7,48,26,36,28,16,58,10,2,37,10,2,23,38.5,6,22,17,36,36,20,11.5,13,10,36,9,53,36,36
61,28,29,38,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,46,,,11,9,9,23,57,10,7,53,44,36,48,68,36,60,71,52,36,36,62,62,1,68,41,19,28,35,64,67,24,67,11,41,36,65,71,11,25,31,10,19,65,5,37,15,36,5,27,37,45,71,18,14,63,63,54.5,68,69,32,53,49,51,36,29,17,31,63,63,38,61,45,57,38.5,12,14,59,36,36,12,13.5,15,11,36,27,5,36,36
62,54,38,13,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,68,,,67,17,53,37,58,70,6,1,1,36,21,41,36,59,48,16,36,42.5,63,50,31,28,41,35,58,1,68,13,63,1,51,67,36,12,64,9,28,4,12,1,61,63,5,26,36,54,61,26,9,69,12,35,18,67,19,13,11,33,44,6,52,36,11,27,9,64,34,41,15,71,10,38.5,33,71,18,36,36,2,15.5,62,62,36,12,6,36,36
63,31,53,36,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,37,,,68,67,70,6,59,17,47,54,18,36,67,11,36,13,49,53,36,39,64,57,27,66,41,45,59,38,61,64,64,19,51,65,36,54,62,62,68,56,20,22,60,69,49,34,36,1,59,27,47,44,19,61.5,64,68,15.5,15,61,34,36,50,42,36,70,30,28,65,51,43,59,64,53,38.5,68,28,19,36,36,64,17.5,5,22,36,13,19,36,36
64,30,63,37,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,38,,,69,68,71,4,60,18,48,55,19,36,68,12,36,14,50,54,36,40,65,58,26,65,41,46,60,39,62,65,65,18,51,66,36,55,61,63,69,57,21,23,62,70,50,35,36,2,60,28,50,45,20,63,65,69,15.5,16,62,35,35,51,43,36,71,31,29,66,52,44,60,65,54,38.5,69,29,20,36,36,65,19.5,6,23,36,14,53,36,36
65,51,47,35,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,67,,,10,28,12,38,61,71,2,2,3,36,11,61,36,16,2,10,36,42.5,66,2,16,22,41,29,9,40,67,66,66,14.5,51,18,36,14,59,4,6,58,16,11,48,64,45,9,36,9,56,22,6,46,17,32,42,31,61.5,5,63,36,65,52,70,36,46,45,6,67,32,42,16,66,55,38.5,34,64,21,36,36,6,21.5,2,34,36,15,18,36,36
66,1,72,34,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,36,,,24,11,51,1,11,24,10,15,10,36,10,67,36,45,47,9,36,41,67,23,30,64,41,37,61,41,3,55,67,24,21,19,36,26,1,26,11,48,31,31,10,26,27,63,36,21,25,16,44,47,29,33,66,32,49,49,64,71,66,68,66,36,64,55,10,68,21,12,23,48,67,1,32,11,57,36,36,37,23.5,29,21,36,28,20,36,36
67,71,39,71,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,70,,,70,70,62,32,5,64,70,56,70,36,70,71,36,21,46,8,36,16,68,48,45,24,41,71,67,71,70,71,68,51,51,68,36,64,57,70,71,59,71,32,70,61,33,71,36,70,67,29,43,48,71,71,69,70,18,69,70,37,67,70,71,36,2,71,70,69,69,56,57,47,68,38.5,71,63,58,36,36,63,25.5,46,71,36,29,33,36,36
68,16,31,33,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,47,,,9,3,52,18,62,8,9,45,9,36,39,52,36,3,29,11,36,37,69,10,25,49,41,7,7,23,66,8,69,13,22,42,36,11,23,17,17,47,7,20,41,4,36,16,36,10,31,69,7,49,13,9,67,33,54.5,11,65,38,68,15,67,36,30,18,30,70,4,39,12,36,69,38.5,7,16,23,36,36,21,27.5,11,12,36,10,11,36,36
69,22,21,32,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,48,,,5,4,30,17,63,9,30,46,17,36,40,10,36,1,28,12,36,38,70,12,13,29,41,8,70,4,54,3,70,17,51,43,36,6,24,15,20,46,8,21,6,3,35,2,36,52,30,70,8,50,5,15,68,34,54.5,12,20,39,69,19,68,36,31,19,59,7,3,40,11,37,70,38.5,2,15,22,36,36,14,29.5,14,13,36,11,12,36,36
70,70,40,61,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,69,,,71,71,61,14,12,68,71,71,71,36,71,3,36,71,30,13,36,44,71,18,56,12,1,33,71,61,69,69,71,71,51,69,36,71,58,71,70,71,70,71,71,68,34,29,36,71,58,71,48,51,31,52,71,71,71,50,71,40,71,69,69,36,38,69,71,71,71,55,1,46,71,38.5,13,70,7,36,36,7,31.5,71,64,36,30,34,36,36
